"","codigo","ano","MULHERES_COM_MAIS_3_PARTOS"
"2216","311080","2021","1"
"2217","311090","2021","5"
"2218","311100","2021","3"
"2219","311110","2021","4"
"2220","311115","2021","1"
"2221","311120","2021","4"
"2222","311130","2021","3"
"2223","311140","2021","5"
"2224","311150","2021","10"
"2225","311160","2021","10"
"2226","311170","2021","1"
"2227","311190","2021","1"
"2228","311200","2021","1"
"2229","311205","2021","2"
"2230","311210","2021","3"
"2231","311230","2021","18"
"2232","311240","2021","2"
"2233","311250","2021","2"
"2234","311260","2021","6"
"2235","311270","2021","6"
"2236","311280","2021","4"
"2237","311290","2021","2"
"2238","311300","2021","12"
"2239","311310","2021","2"
"2240","311320","2021","6"
"2241","311330","2021","8"
"2242","311340","2021","28"
"2243","311350","2021","4"
"2244","311360","2021","6"
"2245","311370","2021","8"
"2246","311380","2021","2"
"2247","311390","2021","3"
"2248","311400","2021","1"
"2249","311410","2021","2"
"2250","311420","2021","11"
"2251","311430","2021","7"
"2252","311440","2021","2"
"2253","311450","2021","2"
"2254","311455","2021","1"
"2255","311460","2021","1"
"2256","311510","2021","5"
"2257","311530","2021","15"
"2258","311540","2021","1"
"2259","311545","2021","8"
"2260","311547","2021","1"
"2261","311550","2021","4"
"2262","311570","2021","4"
"2263","311580","2021","2"
"2264","311610","2021","3"
"2265","311615","2021","15"
"2266","311620","2021","3"
"2267","311630","2021","1"
"2268","311650","2021","2"
"2269","311660","2021","2"
"2270","311670","2021","2"
"2271","311680","2021","2"
"2272","311690","2021","1"
"2273","311700","2021","1"
"2274","311710","2021","5"
"2275","311730","2021","6"
"2276","311740","2021","1"
"2277","311750","2021","5"
"2278","311770","2021","2"
"2279","311780","2021","6"
"2280","311783","2021","6"
"2281","311787","2021","2"
"2282","311790","2021","6"
"2283","311800","2021","19"
"2284","311810","2021","2"
"2285","311820","2021","4"
"2286","311830","2021","15"
"2287","311840","2021","9"
"2288","311860","2021","169"
"2289","311870","2021","2"
"2290","311880","2021","15"
"2291","311890","2021","2"
"2292","311910","2021","33"
"2293","311920","2021","1"
"2294","311930","2021","1"
"2295","311940","2021","27"
"2296","311950","2021","4"
"2297","311980","2021","1"
"2298","311990","2021","1"
"2299","311995","2021","1"
"2300","312000","2021","1"
"2301","312010","2021","4"
"2302","312015","2021","12"
"2303","312020","2021","3"
"2304","312030","2021","5"
"2305","312040","2021","2"
"2306","312050","2021","1"
"2307","312070","2021","1"
"2308","312080","2021","2"
"2309","312083","2021","4"
"2310","312087","2021","5"
"2311","312090","2021","29"
"2312","312100","2021","1"
"2313","312110","2021","2"
"2314","312120","2021","5"
"2315","312125","2021","7"
"2316","312130","2021","2"
"2317","312140","2021","1"
"2318","312150","2021","1"
"2319","312160","2021","22"
"2320","312180","2021","1"
"2321","312200","2021","11"
"2322","312210","2021","1"
"2323","312220","2021","3"
"2324","312230","2021","45"
"2325","312235","2021","1"
"2326","312240","2021","2"
"2327","312245","2021","8"
"2328","312247","2021","4"
"2329","312250","2021","1"
"2330","312260","2021","1"
"2331","312270","2021","1"
"2332","312290","2021","1"
"2333","312300","2021","2"
"2334","312310","2021","1"
"2335","312320","2021","1"
"2336","312330","2021","1"
"2337","312352","2021","10"
"2338","312370","2021","6"
"2339","312380","2021","2"
"2340","312385","2021","1"
"2341","312390","2021","4"
"2342","312400","2021","2"
"2343","312410","2021","44"
"2344","312420","2021","5"
"2345","312430","2021","14"
"2346","312440","2021","1"
"2347","312450","2021","1"
"2348","312460","2021","1"
"2349","312480","2021","2"
"2350","312490","2021","3"
"2351","312500","2021","3"
"2352","312510","2021","7"
"2353","312520","2021","2"
"2354","312530","2021","3"
"2355","312560","2021","5"
"2356","312570","2021","3"
"2357","312580","2021","2"
"2358","312590","2021","8"
"2359","312595","2021","2"
"2360","312600","2021","1"
"2361","312610","2021","22"
"2362","312620","2021","6"
"2363","312630","2021","1"
"2364","312650","2021","2"
"2365","312660","2021","1"
"2366","312670","2021","16"
"2367","312675","2021","3"
"2368","312680","2021","7"
"2369","312690","2021","5"
"2370","312700","2021","4"
"2371","312705","2021","2"
"2372","312707","2021","5"
"2373","312710","2021","19"
"2374","312720","2021","2"
"2375","312730","2021","2"
"2376","312733","2021","2"
"2377","312738","2021","1"
"2378","312740","2021","1"
"2379","312750","2021","2"
"2380","312760","2021","8"
"2381","312770","2021","74"
"2382","312780","2021","10"
"2383","312800","2021","9"
"2384","312810","2021","7"
"2385","312820","2021","2"
"2386","312830","2021","7"
"2387","312840","2021","3"
"2388","312850","2021","1"
"2389","312860","2021","2"
"2390","312870","2021","14"
"2391","312880","2021","1"
"2392","312890","2021","4"
"2393","312900","2021","2"
"2394","312910","2021","1"
"2395","312920","2021","1"
"2396","312930","2021","3"
"2397","312940","2021","2"
"2398","312950","2021","9"
"2399","312960","2021","5"
"2400","312965","2021","4"
"2401","312970","2021","6"
"2402","312980","2021","65"
"2403","312990","2021","1"
"2404","313005","2021","6"
"2405","313010","2021","21"
"2406","313020","2021","4"
"2407","313040","2021","2"
"2408","313050","2021","2"
"2409","313055","2021","1"
"2410","313060","2021","1"
"2411","313065","2021","3"
"2412","313070","2021","2"
"2413","313080","2021","1"
"2414","313090","2021","4"
"2415","313100","2021","1"
"2416","313110","2021","4"
"2417","313120","2021","5"
"2418","313130","2021","61"
"2419","313150","2021","1"
"2420","313160","2021","4"
"2421","313170","2021","24"
"2422","313180","2021","4"
"2423","313190","2021","16"
"2424","313210","2021","16"
"2425","313220","2021","1"
"2426","313230","2021","15"
"2427","313240","2021","34"
"2428","313250","2021","11"
"2429","313270","2021","15"
"2430","313290","2021","2"
"2431","313300","2021","2"
"2432","313310","2021","4"
"2433","313320","2021","7"
"2434","313330","2021","8"
"2435","313340","2021","1"
"2436","313350","2021","4"
"2437","313360","2021","1"
"2438","313370","2021","4"
"2439","313380","2021","26"
"2440","313400","2021","7"
"2441","313410","2021","2"
"2442","313420","2021","12"
"2443","313430","2021","1"
"2444","313440","2021","3"
"2445","313450","2021","1"
"2446","313460","2021","6"
"2447","313470","2021","10"
"2448","313480","2021","8"
"2449","313490","2021","6"
"2450","313500","2021","1"
"2451","313505","2021","35"
"2452","313507","2021","2"
"2453","313510","2021","19"
"2454","313520","2021","59"
"2455","313530","2021","1"
"2456","313535","2021","2"
"2457","313545","2021","1"
"2458","313550","2021","2"
"2459","313560","2021","2"
"2460","313580","2021","20"
"2461","313600","2021","12"
"2462","313610","2021","1"
"2463","313620","2021","14"
"2464","313630","2021","16"
"2465","313640","2021","1"
"2466","313650","2021","8"
"2467","313652","2021","1"
"2468","313657","2021","4"
"2469","313660","2021","2"
"2470","313665","2021","13"
"2471","313670","2021","158"
"2472","313680","2021","2"
"2473","313690","2021","2"
"2474","313695","2021","3"
"2475","313700","2021","18"
"2476","313710","2021","3"
"2477","313720","2021","7"
"2478","313730","2021","2"
"2479","313740","2021","3"
"2480","313750","2021","5"
"2481","313753","2021","2"
"2482","313760","2021","14"
"2483","313770","2021","7"
"2484","313780","2021","1"
"2485","313790","2021","2"
"2486","313810","2021","2"
"2487","313820","2021","22"
"2488","313840","2021","22"
"2489","313860","2021","6"
"2490","313865","2021","2"
"2491","313867","2021","2"
"2492","313868","2021","4"
"2493","313870","2021","2"
"2494","313880","2021","6"
"2495","313890","2021","2"
"2496","313900","2021","15"
"2497","313920","2021","5"
"2498","313930","2021","12"
"2499","313940","2021","28"
"2500","313950","2021","4"
"2501","313960","2021","4"
"2502","313970","2021","1"
"2503","313980","2021","4"
"2504","313990","2021","5"
"2505","314000","2021","19"
"2506","314010","2021","3"
"2507","314015","2021","5"
"2508","314020","2021","1"
"2509","314040","2021","2"
"2510","314050","2021","2"
"2511","314053","2021","3"
"2512","314055","2021","3"
"2513","314060","2021","1"
"2514","314070","2021","13"
"2515","314080","2021","4"
"2516","314085","2021","14"
"2517","314090","2021","3"
"2518","314100","2021","4"
"2519","314110","2021","7"
"2520","314140","2021","13"
"2521","314150","2021","3"
"2522","314160","2021","4"
"2523","314170","2021","1"
"2524","314180","2021","6"
"2525","314190","2021","1"
"2526","314210","2021","1"
"2527","314230","2021","1"
"2528","314250","2021","1"
"2529","314260","2021","2"
"2530","314270","2021","11"
"2531","314280","2021","5"
"2532","314290","2021","4"
"2533","314300","2021","1"
"2534","314310","2021","11"
"2535","314315","2021","3"
"2536","314320","2021","6"
"2537","314330","2021","176"
"2538","314340","2021","1"
"2539","314345","2021","1"
"2540","314350","2021","1"
"2541","314370","2021","1"
"2542","314380","2021","1"
"2543","314390","2021","34"
"2544","314400","2021","9"
"2545","314410","2021","5"
"2546","314420","2021","2"
"2547","314430","2021","13"
"2548","314435","2021","2"
"2549","314437","2021","2"
"2550","314440","2021","1"
"2551","314460","2021","10"
"2552","314465","2021","5"
"2553","314470","2021","6"
"2554","314480","2021","14"
"2555","314490","2021","4"
"2556","314500","2021","5"
"2557","314505","2021","2"
"2558","314510","2021","2"
"2559","314520","2021","53"
"2560","314530","2021","25"
"2561","314535","2021","7"
"2562","314537","2021","3"
"2563","314540","2021","1"
"2564","314545","2021","2"
"2565","314550","2021","2"
"2566","314560","2021","8"
"2567","314580","2021","1"
"2568","314587","2021","1"
"2569","314590","2021","10"
"2570","314600","2021","6"
"2571","314610","2021","23"
"2572","314620","2021","11"
"2573","314625","2021","2"
"2574","314630","2021","18"
"2575","314640","2021","1"
"2576","314650","2021","1"
"2577","314655","2021","5"
"2578","314670","2021","2"
"2579","314675","2021","3"
"2580","314690","2021","6"
"2581","314700","2021","34"
"2582","314710","2021","21"
"2583","314720","2021","8"
"2584","314730","2021","4"
"2585","314740","2021","9"
"2586","314750","2021","1"
"2587","314760","2021","5"
"2588","314770","2021","2"
"2589","314780","2021","1"
"2590","314790","2021","41"
"2591","314800","2021","27"
"2592","314810","2021","30"
"2593","314820","2021","1"
"2594","314830","2021","4"
"2595","314840","2021","4"
"2596","314850","2021","13"
"2597","314860","2021","7"
"2598","314870","2021","16"
"2599","314875","2021","1"
"2600","314910","2021","2"
"2601","314915","2021","9"
"2602","314930","2021","12"
"2603","314940","2021","1"
"2604","314950","2021","1"
"2605","314960","2021","2"
"2606","314970","2021","5"
"2607","314980","2021","7"
"2608","314990","2021","5"
"2609","314995","2021","2"
"2610","315000","2021","2"
"2611","315010","2021","1"
"2612","315015","2021","5"
"2613","315020","2021","1"
"2614","315030","2021","3"
"2615","315040","2021","3"
"2616","315050","2021","3"
"2617","315053","2021","3"
"2618","315057","2021","5"
"2619","315070","2021","3"
"2620","315080","2021","6"
"2621","315090","2021","2"
"2622","315100","2021","1"
"2623","315120","2021","26"
"2624","315130","2021","2"
"2625","315140","2021","4"
"2626","315150","2021","12"
"2627","315160","2021","4"
"2628","315170","2021","4"
"2629","315180","2021","37"
"2630","315190","2021","2"
"2631","315200","2021","20"
"2632","315210","2021","9"
"2633","315213","2021","4"
"2634","315217","2021","5"
"2635","315220","2021","8"
"2636","315240","2021","7"
"2637","315250","2021","45"
"2638","315260","2021","1"
"2639","315270","2021","3"
"2640","315280","2021","7"
"2641","315290","2021","3"
"2642","315320","2021","5"
"2643","315330","2021","3"
"2644","315340","2021","4"
"2645","315360","2021","6"
"2646","315390","2021","5"
"2647","315400","2021","6"
"2648","315410","2021","3"
"2649","315415","2021","1"
"2650","315420","2021","3"
"2651","315430","2021","5"
"2652","315440","2021","1"
"2653","315445","2021","4"
"2654","315450","2021","6"
"2655","315460","2021","141"
"2656","315470","2021","1"
"2657","315480","2021","2"
"2658","315490","2021","3"
"2659","315500","2021","1"
"2660","315510","2021","2"
"2661","315520","2021","1"
"2662","315530","2021","1"
"2663","315540","2021","2"
"2664","315550","2021","6"
"2665","315560","2021","5"
"2666","315570","2021","4"
"2667","315580","2021","6"
"2668","315590","2021","1"
"2669","315600","2021","6"
"2670","315610","2021","1"
"2671","315630","2021","2"
"2672","315645","2021","1"
"2673","315650","2021","3"
"2674","315660","2021","6"
"2675","315670","2021","50"
"2676","315680","2021","10"
"2677","315690","2021","8"
"2678","315700","2021","16"
"2679","315710","2021","3"
"2680","315720","2021","7"
"2681","315725","2021","2"
"2682","315727","2021","1"
"2683","315730","2021","1"
"2684","315733","2021","4"
"2685","315737","2021","5"
"2686","315760","2021","2"
"2687","315765","2021","12"
"2688","315770","2021","7"
"2689","315780","2021","92"
"2690","315790","2021","3"
"2691","315800","2021","4"
"2692","315820","2021","5"
"2693","315840","2021","3"
"2694","315850","2021","5"
"2695","315890","2021","4"
"2696","315895","2021","14"
"2697","315900","2021","1"
"2698","315910","2021","1"
"2699","315920","2021","1"
"2700","315935","2021","1"
"2701","315940","2021","1"
"2702","315950","2021","2"
"2703","315960","2021","17"
"2704","315970","2021","1"
"2705","315990","2021","4"
"2706","316000","2021","1"
"2707","316020","2021","4"
"2708","316030","2021","2"
"2709","316040","2021","7"
"2710","316045","2021","2"
"2711","316050","2021","1"
"2712","316070","2021","16"
"2713","316080","2021","4"
"2714","316095","2021","1"
"2715","316100","2021","9"
"2716","316110","2021","47"
"2717","316130","2021","2"
"2718","316150","2021","4"
"2719","316180","2021","3"
"2720","316190","2021","4"
"2721","316200","2021","8"
"2722","316210","2021","22"
"2723","316225","2021","4"
"2724","316230","2021","1"
"2725","316240","2021","10"
"2726","316245","2021","22"
"2727","316250","2021","12"
"2728","316255","2021","2"
"2729","316257","2021","3"
"2730","316260","2021","2"
"2731","316270","2021","5"
"2732","316280","2021","6"
"2733","316290","2021","5"
"2734","316292","2021","20"
"2735","316294","2021","1"
"2736","316295","2021","7"
"2737","316300","2021","3"
"2738","316310","2021","4"
"2739","316320","2021","2"
"2740","316340","2021","2"
"2741","316350","2021","2"
"2742","316360","2021","2"
"2743","316370","2021","14"
"2744","316380","2021","3"
"2745","316390","2021","5"
"2746","316400","2021","2"
"2747","316410","2021","3"
"2748","316420","2021","7"
"2749","316430","2021","3"
"2750","316440","2021","5"
"2751","316443","2021","2"
"2752","316447","2021","1"
"2753","316450","2021","2"
"2754","316460","2021","4"
"2755","316470","2021","36"
"2756","316510","2021","5"
"2757","316520","2021","3"
"2758","316530","2021","2"
"2759","316540","2021","4"
"2760","316553","2021","9"
"2761","316555","2021","15"
"2762","316557","2021","7"
"2763","316560","2021","1"
"2764","316580","2021","1"
"2765","316590","2021","2"
"2766","316600","2021","1"
"2767","316610","2021","3"
"2768","316620","2021","3"
"2769","316630","2021","2"
"2770","316640","2021","1"
"2771","316650","2021","4"
"2772","316670","2021","4"
"2773","316680","2021","4"
"2774","316690","2021","4"
"2775","316700","2021","2"
"2776","316710","2021","8"
"2777","316720","2021","60"
"2778","316740","2021","2"
"2779","316760","2021","6"
"2780","316780","2021","1"
"2781","316800","2021","9"
"2782","316810","2021","1"
"2783","316830","2021","1"
"2784","316840","2021","6"
"2785","316860","2021","69"
"2786","316870","2021","20"
"2787","316900","2021","2"
"2788","316910","2021","5"
"2789","316930","2021","30"
"2790","316935","2021","16"
"2791","316940","2021","13"
"2792","316950","2021","1"
"2793","316960","2021","4"
"2794","316990","2021","15"
"2795","317000","2021","6"
"2796","317005","2021","3"
"2797","317010","2021","117"
"2798","317020","2021","101"
"2799","317030","2021","3"
"2800","317040","2021","25"
"2801","317043","2021","1"
"2802","317050","2021","3"
"2803","317052","2021","12"
"2804","317060","2021","2"
"2805","317065","2021","2"
"2806","317070","2021","31"
"2807","317075","2021","2"
"2808","317080","2021","9"
"2809","317090","2021","13"
"2810","317100","2021","4"
"2811","317103","2021","5"
"2812","317110","2021","2"
"2813","317115","2021","2"
"2814","317120","2021","54"
"2815","317130","2021","11"
"2816","317160","2021","6"
"2817","317170","2021","1"
"2818","317180","2021","3"
"2819","317190","2021","1"
"2820","317200","2021","10"
"2821","317220","2021","1"
"2822","320000","2021","1"
"2823","320010","2021","16"
"2824","320013","2021","7"
"2825","320016","2021","5"
"2826","320020","2021","10"
"2827","320030","2021","2"
"2828","320035","2021","3"
"2829","320040","2021","15"
"2830","320050","2021","4"
"2831","320060","2021","45"
"2832","320070","2021","2"
"2833","320080","2021","6"
"2834","320090","2021","15"
"2835","320100","2021","9"
"2836","320110","2021","4"
"2837","320115","2021","7"
"2838","320120","2021","70"
"2839","320130","2021","333"
"2840","320140","2021","7"
"2841","320150","2021","45"
"2842","320160","2021","17"
"2843","320170","2021","5"
"2844","320180","2021","2"
"2845","320190","2021","11"
"2846","320200","2021","4"
"2847","320210","2021","5"
"2848","320220","2021","13"
"2849","320225","2021","1"
"2850","320230","2021","12"
"2851","320240","2021","68"
"2852","320245","2021","8"
"2853","320250","2021","3"
"2854","320255","2021","7"
"2855","320260","2021","2"
"2856","320265","2021","5"
"2857","320270","2021","4"
"2858","320280","2021","18"
"2859","320290","2021","4"
"2860","320300","2021","12"
"2861","320305","2021","15"
"2862","320310","2021","4"
"2863","320313","2021","4"
"2864","320316","2021","3"
"2865","320320","2021","84"
"2866","320330","2021","4"
"2867","320332","2021","18"
"2868","320334","2021","10"
"2869","320335","2021","1"
"2870","320340","2021","6"
"2871","320350","2021","13"
"2872","320360","2021","5"
"2873","320370","2021","8"
"2874","320380","2021","2"
"2875","320390","2021","21"
"2876","320400","2021","7"
"2877","320405","2021","27"
"2878","320410","2021","14"
"2879","320420","2021","12"
"2880","320425","2021","11"
"2881","320430","2021","13"
"2882","320435","2021","13"
"2883","320440","2021","5"
"2884","320450","2021","2"
"2885","320455","2021","14"
"2886","320460","2021","6"
"2887","320465","2021","3"
"2888","320470","2021","10"
"2889","320480","2021","6"
"2890","320490","2021","70"
"2891","320495","2021","3"
"2892","320500","2021","316"
"2893","320501","2021","17"
"2894","320503","2021","8"
"2895","320506","2021","8"
"2896","320510","2021","53"
"2897","320515","2021","2"
"2898","320517","2021","8"
"2899","320520","2021","197"
"2900","320530","2021","150"
"2901","330000","2021","1"
"2902","330010","2021","94"
"2903","330020","2021","67"
"2904","330022","2021","8"
"2905","330023","2021","17"
"2906","330025","2021","4"
"2907","330030","2021","34"
"2908","330040","2021","42"
"2909","330045","2021","309"
"2910","330050","2021","9"
"2911","330060","2021","8"
"2912","330070","2021","115"
"2913","330080","2021","17"
"2914","330090","2021","6"
"2915","330093","2021","5"
"2916","330095","2021","9"
"2917","330100","2021","250"
"2918","330110","2021","11"
"2919","330115","2021","3"
"2920","330120","2021","1"
"2921","330130","2021","13"
"2922","330140","2021","4"
"2923","330150","2021","6"
"2924","330160","2021","2"
"2925","330170","2021","533"
"2926","330180","2021","3"
"2927","330185","2021","18"
"2928","330187","2021","17"
"2929","330190","2021","137"
"2930","330200","2021","79"
"2931","330205","2021","1"
"2932","330210","2021","1"
"2933","330220","2021","15"
"2934","330225","2021","8"
"2935","330227","2021","78"
"2936","330230","2021","1"
"2937","330240","2021","111"
"2938","330245","2021","4"
"2939","330250","2021","148"
"2940","330260","2021","16"
"2941","330270","2021","51"
"2942","330280","2021","7"
"2943","330285","2021","94"
"2944","330290","2021","11"
"2945","330300","2021","9"
"2946","330310","2021","5"
"2947","330320","2021","61"
"2948","330330","2021","128"
"2949","330340","2021","50"
"2950","330350","2021","499"
"2951","330360","2021","8"
"2952","330370","2021","21"
"2953","330380","2021","22"
"2954","330385","2021","14"
"2955","330390","2021","107"
"2956","330395","2021","8"
"2957","330400","2021","11"
"2958","330410","2021","4"
"2959","330411","2021","4"
"2960","330412","2021","4"
"2961","330414","2021","107"
"2962","330415","2021","10"
"2963","330420","2021","28"
"2964","330430","2021","15"
"2965","330440","2021","3"
"2966","330450","2021","5"
"2967","330452","2021","56"
"2968","330455","2021","2199"
"2969","330460","2021","8"
"2970","330470","2021","5"
"2971","330475","2021","30"
"2972","330480","2021","9"
"2973","330490","2021","196"
"2974","330500","2021","14"
"2975","330510","2021","223"
"2976","330513","2021","1"
"2977","330515","2021","7"
"2978","330520","2021","54"
"2979","330530","2021","3"
"2980","330540","2021","14"
"2981","330550","2021","26"
"2982","330555","2021","34"
"2983","330560","2021","6"
"2984","330570","2021","4"
"2985","330575","2021","14"
"2986","330580","2021","53"
"2987","330590","2021","2"
"2988","330600","2021","64"
"2989","330610","2021","38"
"2990","330615","2021","2"
"2991","330620","2021","21"
"2992","330630","2021","67"
"2993","350010","2021","6"
"2994","350030","2021","21"
"2995","350040","2021","2"
"2996","350050","2021","6"
"2997","350055","2021","8"
"2998","350070","2021","18"
"2999","350075","2021","2"
"3000","350090","2021","1"
"3001","350100","2021","3"
"3002","350115","2021","6"
"3003","350120","2021","1"
"3004","350130","2021","5"
"3005","350160","2021","56"
"3006","350170","2021","10"
"3007","350190","2021","12"
"3008","350210","2021","12"
"3009","350220","2021","10"
"3010","350230","2021","3"
"3011","350240","2021","1"
"3012","350250","2021","9"
"3013","350260","2021","3"
"3014","350270","2021","10"
"3015","350275","2021","14"
"3016","350280","2021","45"
"3017","350290","2021","10"
"3018","350300","2021","4"
"3019","350310","2021","9"
"3020","350315","2021","2"
"3021","350320","2021","51"
"3022","350330","2021","37"
"3023","350335","2021","1"
"3024","350340","2021","9"
"3025","350350","2021","2"
"3026","350360","2021","5"
"3027","350380","2021","9"
"3028","350390","2021","44"
"3029","350400","2021","14"
"3030","350410","2021","66"
"3031","350420","2021","1"
"3032","350430","2021","6"
"3033","350440","2021","3"
"3034","350450","2021","56"
"3035","350460","2021","2"
"3036","350480","2021","1"
"3037","350490","2021","5"
"3038","350500","2021","1"
"3039","350510","2021","5"
"3040","350520","2021","13"
"3041","350530","2021","6"
"3042","350535","2021","6"
"3043","350540","2021","9"
"3044","350550","2021","21"
"3045","350560","2021","16"
"3046","350570","2021","105"
"3047","350580","2021","5"
"3048","350590","2021","9"
"3049","350600","2021","227"
"3050","350610","2021","17"
"3051","350630","2021","5"
"3052","350635","2021","31"
"3053","350640","2021","1"
"3054","350650","2021","37"
"3055","350660","2021","28"
"3056","350670","2021","3"
"3057","350680","2021","2"
"3058","350690","2021","3"
"3059","350700","2021","33"
"3060","350710","2021","7"
"3061","350715","2021","3"
"3062","350730","2021","2"
"3063","350740","2021","1"
"3064","350745","2021","2"
"3065","350750","2021","48"
"3066","350760","2021","44"
"3067","350770","2021","2"
"3068","350775","2021","1"
"3069","350780","2021","14"
"3070","350790","2021","8"
"3071","350800","2021","12"
"3072","350810","2021","3"
"3073","350820","2021","1"
"3074","350830","2021","2"
"3075","350840","2021","22"
"3076","350850","2021","27"
"3077","350860","2021","9"
"3078","350870","2021","4"
"3079","350890","2021","1"
"3080","350900","2021","34"
"3081","350910","2021","1"
"3082","350920","2021","47"
"3083","350925","2021","21"
"3084","350930","2021","1"
"3085","350940","2021","9"
"3086","350950","2021","284"
"3087","350960","2021","33"
"3088","350970","2021","17"
"3089","350980","2021","2"
"3090","350990","2021","16"
"3091","350995","2021","1"
"3092","351000","2021","9"
"3093","351020","2021","20"
"3094","351030","2021","12"
"3095","351040","2021","15"
"3096","351050","2021","72"
"3097","351060","2021","216"
"3098","351080","2021","12"
"3099","351100","2021","3"
"3100","351110","2021","31"
"3101","351120","2021","3"
"3102","351130","2021","2"
"3103","351140","2021","12"
"3104","351150","2021","11"
"3105","351160","2021","10"
"3106","351170","2021","2"
"3107","351190","2021","1"
"3108","351200","2021","1"
"3109","351210","2021","3"
"3110","351220","2021","19"
"3111","351230","2021","9"
"3112","351240","2021","7"
"3113","351270","2021","1"
"3114","351280","2021","10"
"3115","351290","2021","5"
"3116","351300","2021","143"
"3117","351310","2021","16"
"3118","351320","2021","3"
"3119","351340","2021","24"
"3120","351350","2021","41"
"3121","351360","2021","5"
"3122","351370","2021","3"
"3123","351380","2021","98"
"3124","351390","2021","1"
"3125","351400","2021","2"
"3126","351410","2021","7"
"3127","351440","2021","5"
"3128","351450","2021","5"
"3129","351460","2021","2"
"3130","351470","2021","2"
"3131","351480","2021","18"
"3132","351490","2021","4"
"3133","351492","2021","1"
"3134","351495","2021","1"
"3135","351500","2021","148"
"3136","351510","2021","23"
"3137","351515","2021","6"
"3138","351518","2021","6"
"3139","351519","2021","2"
"3140","351530","2021","2"
"3141","351540","2021","7"
"3142","351550","2021","12"
"3143","351570","2021","110"
"3144","351600","2021","3"
"3145","351610","2021","3"
"3146","351620","2021","104"
"3147","351630","2021","138"
"3148","351640","2021","65"
"3149","351660","2021","3"
"3150","351670","2021","10"
"3151","351685","2021","1"
"3152","351700","2021","3"
"3153","351710","2021","1"
"3154","351720","2021","3"
"3155","351740","2021","2"
"3156","351750","2021","5"
"3157","351760","2021","3"
"3158","351770","2021","1"
"3159","351780","2021","2"
"3160","351790","2021","2"
"3161","351820","2021","11"
"3162","351830","2021","12"
"3163","351840","2021","37"
"3164","351850","2021","13"
"3165","351860","2021","12"
"3166","351870","2021","123"
"3167","351880","2021","660"
"3168","351885","2021","2"
"3169","351900","2021","3"
"3170","351905","2021","6"
"3171","351907","2021","73"
"3172","351910","2021","1"
"3173","351920","2021","1"
"3174","351925","2021","2"
"3175","351930","2021","18"
"3176","351940","2021","2"
"3177","351950","2021","2"
"3178","351960","2021","10"
"3179","351970","2021","44"
"3180","351980","2021","4"
"3181","352000","2021","8"
"3182","352010","2021","8"
"3183","352020","2021","3"
"3184","352030","2021","15"
"3185","352040","2021","12"
"3186","352042","2021","4"
"3187","352044","2021","7"
"3188","352050","2021","57"
"3189","352090","2021","4"
"3190","352100","2021","14"
"3191","352110","2021","2"
"3192","352115","2021","2"
"3193","352120","2021","3"
"3194","352130","2021","3"
"3195","352140","2021","4"
"3196","352150","2021","3"
"3197","352160","2021","2"
"3198","352170","2021","3"
"3199","352180","2021","13"
"3200","352190","2021","4"
"3201","352210","2021","61"
"3202","352220","2021","75"
"3203","352230","2021","56"
"3204","352240","2021","40"
"3205","352250","2021","166"
"3206","352260","2021","14"
"3207","352265","2021","1"
"3208","352270","2021","8"
"3209","352280","2021","4"
"3210","352290","2021","7"
"3211","352310","2021","328"
"3212","352320","2021","14"
"3213","352330","2021","11"
"3214","352340","2021","22"
"3215","352350","2021","7"
"3216","352360","2021","4"
"3217","352370","2021","6"
"3218","352380","2021","2"
"3219","352390","2021","82"
"3220","352400","2021","14"
"3221","352410","2021","2"
"3222","352420","2021","1"
"3223","352430","2021","18"
"3224","352440","2021","87"
"3225","352460","2021","15"
"3226","352470","2021","15"
"3227","352480","2021","8"
"3228","352500","2021","45"
"3229","352510","2021","27"
"3230","352520","2021","17"
"3231","352530","2021","29"
"3232","352540","2021","1"
"3233","352550","2021","6"
"3234","352560","2021","1"
"3235","352570","2021","14"
"3236","352580","2021","1"
"3237","352585","2021","2"
"3238","352590","2021","101"
"3239","352600","2021","4"
"3240","352610","2021","14"
"3241","352620","2021","25"
"3242","352640","2021","3"
"3243","352650","2021","2"
"3244","352660","2021","4"
"3245","352670","2021","28"
"3246","352680","2021","9"
"3247","352690","2021","77"
"3248","352700","2021","2"
"3249","352710","2021","20"
"3250","352720","2021","22"
"3251","352725","2021","2"
"3252","352730","2021","13"
"3253","352740","2021","4"
"3254","352760","2021","5"
"3255","352770","2021","1"
"3256","352790","2021","1"
"3257","352800","2021","3"
"3258","352810","2021","1"
"3259","352820","2021","2"
"3260","352830","2021","1"
"3261","352840","2021","16"
"3262","352850","2021","34"
"3263","352860","2021","7"
"3264","352880","2021","2"
"3265","352900","2021","56"
"3266","352920","2021","4"
"3267","352930","2021","12"
"3268","352940","2021","106"
"3269","352950","2021","1"
"3270","352960","2021","1"
"3271","352970","2021","1"
"3272","352980","2021","7"
"3273","352990","2021","14"
"3274","353010","2021","7"
"3275","353020","2021","7"
"3276","353030","2021","12"
"3277","353040","2021","2"
"3278","353050","2021","20"
"3279","353060","2021","235"
"3280","353070","2021","34"
"3281","353080","2021","36"
"3282","353090","2021","2"
"3283","353110","2021","43"
"3284","353130","2021","9"
"3285","353140","2021","2"
"3286","353150","2021","1"
"3287","353160","2021","2"
"3288","353170","2021","1"
"3289","353180","2021","14"
